ProductID,ProductName,SupplierID,Category,Price,CreationDate,LastUpdated
565,Asus V66,472,Asus,$48256.77,2/25/2023,2/14/2024
510,Amazon Fire HD 7,467,Amazon,$57973.09,7/7/2023,10/27/2024
337,Samsung A200,484,Samsung,$64683.72,9/21/2023,1/4/2024
462,i-mobile TV550 Touch,489,i-mobile,$43475.80,1/18/2023,3/18/2024
234,Micromax Unite 4 plus,490,Micromax,$50267.60,7/14/2023,7/17/2024
572,vivo S7e,957,vivo,$63342.92,4/9/2023,8/23/2024
360,alcatel Idol Alpha,773,alcatel,$64216.16,1/19/2023,3/21/2024
287,Acer Liquid Jade,593,Acer,$16975.38,3/31/2023,2/16/2024
537,Lava A76,695,Lava,$47371.66,3/16/2023,12/24/2024
550,Gigabyte GSmart G1317 Rola,914,Gigabyte,$14833.10,5/30/2023,10/16/2024
353,Lava Iris X1 Grand,262,Lava,$23548.72,6/25/2023,5/8/2024
347,Modu Sport jacket,740,Modu,$24948.38,3/9/2023,10/9/2024
501,Micromax Canvas Nitro 3 E352,753,Micromax,$21883.57,5/28/2023,8/17/2024
480,LG F2400,230,LG,$58906.63,4/1/2023,10/30/2024
500,HP Pre 3 CDMA,882,HP,$64824.63,5/6/2023,12/26/2024
540,LG Optimus Big LU6800,762,LG,$30020.97,5/16/2023,9/10/2024
364,Plum Stubby,423,Plum,$40697.65,5/6/2023,11/25/2024
598,NIU Niutek 3.5D,572,NIU,$31500.56,2/19/2023,3/9/2024
375,Huawei MediaPad M6 8.4,457,Huawei,$62944.64,9/2/2023,5/21/2024
486,LG KF305,467,LG,$10475.46,9/7/2023,6/1/2024
361,LG L3100,860,LG,$50362.97,2/18/2023,1/28/2024
442,HTC A12,780,HTC,$43937.59,1/3/2023,6/28/2024
361,Samsung M3510 Beat b,998,Samsung,$50168.20,4/15/2023,5/29/2024
221,Motorola V560,774,Motorola,$69833.19,4/23/2023,8/1/2024
545,Sony Xperia Z2 Tablet Wi-Fi,983,Sony,$61589.11,5/8/2023,2/14/2024
563,Karbonn A37,775,Karbonn,$61033.59,7/24/2023,7/12/2024
465,Micromax Canvas 4 A210,207,Micromax,$49261.39,3/23/2023,11/7/2024
249,verykool i121C,459,verykool,$54057.82,9/2/2023,12/5/2024
509,BLU G9,245,BLU,$19415.08,8/4/2023,3/31/2024
488,Sharp Aquos Zero 2,765,Sharp,$44075.91,8/13/2023,2/29/2024
398,BenQ-Siemens A53,485,BenQ-Siemens,$47059.26,2/15/2023,10/7/2024
249,Samsung Galaxy S21+ 5G,203,Samsung,$14883.29,9/24/2023,7/3/2024
328,Huawei Watch 2 Classic,61,Huawei,$43056.80,3/13/2023,7/25/2024
540,Huawei U3100,98,Huawei,$39820.09,3/4/2023,5/23/2024
494,vivo V20 2021,474,vivo,$58774.18,1/8/2023,4/10/2024
461,Samsung C3200 Monte Bar,498,Samsung,$52741.28,10/4/2023,3/17/2024
584,Samsung Galaxy A8 Duos,698,Samsung,$20875.56,7/6/2023,7/26/2024
455,Ulefone Armor X5 Pro,793,Ulefone,$63162.36,1/17/2023,1/18/2024
244,Amazon Fire 7 (2017),906,Amazon,$32388.67,5/26/2023,6/16/2024
535,Samsung J610,246,Samsung,$25556.77,2/7/2023,7/24/2024
435,BenQ T60,22,BenQ,$60779.00,4/29/2023,11/25/2024
592,Tecno Pova,963,Tecno,$17749.61,2/22/2023,3/7/2024
426,Samsung S5250 Wave525,768,Samsung,$12450.79,2/22/2023,6/9/2024
377,ZTE Optik,188,ZTE,$58001.70,1/19/2023,9/5/2024
304,NEC N342i,180,NEC,$44895.30,9/2/2023,8/26/2024
429,Samsung Ch@t 322,320,Samsung,$33353.59,9/26/2023,1/1/2024
534,Allview Wi10N PRO,969,Allview,$54816.78,8/5/2023,10/18/2024
221,Sony Xperia tipo,184,Sony,$46096.27,3/17/2023,11/14/2024
576,Xiaomi Mi 8 SE,164,Xiaomi,$16158.95,2/22/2023,11/2/2024
581,Philips D822,264,Philips,$28276.73,2/12/2023,2/21/2024
327,Chea 318,362,Chea,$26853.89,2/11/2023,2/17/2024
474,ZTE N280,496,ZTE,$14210.37,9/14/2023,11/28/2024
269,Celkon GC10,359,Celkon,$62977.40,5/22/2023,12/17/2024
244,vivo Y91 (Mediatek),648,vivo,$38981.91,4/27/2023,5/19/2024
579,BLU Studio X,919,BLU,$67627.95,8/15/2023,8/4/2024
541,Allview Impera i,841,Allview,$49920.60,5/19/2023,10/10/2024
313,Bird S1160 Plus,337,Bird,$62252.67,9/14/2023,5/15/2024
453,Samsung A711,774,Samsung,$45138.51,5/10/2023,9/19/2024
532,Allview Viva i8,914,Allview,$22790.31,6/3/2023,12/23/2024
499,alcatel OT-222,353,alcatel,$16177.88,1/14/2023,9/18/2024
412,HTC P6500,447,HTC,$51097.70,10/12/2023,4/10/2024
467,vivo X20 Plus UD,244,vivo,$24813.14,4/12/2023,1/27/2024
411,Samsung E250,618,Samsung,$26328.87,4/28/2023,10/9/2024
428,Samsung Vodafone 360 M1,966,Samsung,$64091.68,7/19/2023,3/20/2024
584,Bird S1186,553,Bird,$10263.03,3/6/2023,3/18/2024
336,Lenovo A328,288,Lenovo,$21609.16,1/15/2023,9/21/2024
511,Lenovo K6 Power,774,Lenovo,$25558.50,3/30/2023,12/20/2024
319,Asus Zenfone Max ZC550KL,903,Asus,$12463.03,4/28/2023,3/17/2024
273,Amoi CS6,762,Amoi,$15120.36,4/1/2023,10/15/2024
489,Allview X4 Xtreme,69,Allview,$18720.43,2/10/2023,2/10/2024
458,HTC One SV,39,HTC,$18288.70,1/17/2023,10/14/2024
472,Samsung Guru Dual 26,44,Samsung,$22560.91,2/27/2023,3/27/2024
217,Spice Fire One (Mi-FX-1),690,Spice,$16687.82,4/23/2023,6/7/2024
415,BLU Studio J5,155,BLU,$16013.07,6/26/2023,10/27/2024
452,Nokia N82,754,Nokia,$66523.74,7/30/2023,9/15/2024
294,LG KC550,921,LG,$46709.65,7/6/2023,11/6/2024
320,Nokia 2220 slide,185,Nokia,$56585.62,3/2/2023,1/17/2024
587,Xiaomi Redmi 7,564,Xiaomi,$32368.56,7/25/2023,8/4/2024
509,HP Slate6 VoiceTab II,963,HP,$32194.08,3/23/2023,7/4/2024
337,Samsung I8190 Galaxy S III mini,875,Samsung,$22626.38,10/8/2023,9/15/2024
422,Samsung T109,948,Samsung,$27372.82,5/29/2023,8/24/2024
509,LG Optimus L9 P760,864,LG,$67590.11,9/25/2023,8/11/2024
438,Meizu M2,347,Meizu,$17998.63,8/19/2023,12/26/2024
377,Honor Play 4T Pro,439,Honor,$10779.78,6/15/2023,10/20/2024
449,Samsung I909 Galaxy S,924,Samsung,$23141.14,1/7/2023,8/4/2024
228,ZTE Anthem 4G,124,ZTE,$22087.34,4/19/2023,11/27/2024
588,Nokia 2310,131,Nokia,$10862.54,1/15/2023,3/3/2024
263,NIU Tek 5D,196,NIU,$26932.77,7/3/2023,4/10/2024
313,Samsung Gear S,54,Samsung,$61523.07,3/4/2023,1/9/2024
418,Micromax X260,323,Micromax,$29148.37,7/6/2023,12/22/2024
315,Energizer Hardcase H240S,146,Energizer,$55562.30,4/9/2023,4/7/2024
269,Vodafone 248,955,Vodafone,$51489.93,4/9/2023,3/9/2024
512,Micromax X395,726,Micromax,$59427.48,1/26/2023,12/1/2024
292,Motorola v8088,746,Motorola,$28207.35,6/27/2023,3/9/2024
407,Samsung E100,729,Samsung,$35496.04,9/25/2023,4/21/2024
505,Philips 530,86,Philips,$11422.31,1/28/2023,7/2/2024
278,Samsung X640,753,Samsung,$21271.21,5/11/2023,9/28/2024
547,Oppo R821T FInd Muse,223,Oppo,$23093.81,7/7/2023,3/20/2024
330,BLU Dash 3.2,973,BLU,$42815.26,4/11/2023,12/26/2024
283,BlackBerry Evolve X,890,BlackBerry,$29262.56,2/15/2023,11/2/2024
487,Samsung Galaxy V Plus,115,Samsung,$67119.34,5/27/2023,4/15/2024
444,Bird A130,1000,Bird,$50368.08,1/14/2023,12/1/2024
232,Nokia X3 Touch and Type S,510,Nokia,$33392.45,1/21/2023,11/13/2024
495,Bird D515,585,Bird,$66798.83,6/19/2023,6/23/2024
215,Coolpad Mega 5A,937,Coolpad,$66169.28,7/26/2023,5/15/2024
508,Panasonic Lumix Smart Camera CM1,904,Panasonic,$45612.31,6/22/2023,12/3/2024
289,Energizer Energy S500E,568,Energizer,$38953.44,3/18/2023,8/23/2024
358,Samsung R910 Galaxy Indulge,572,Samsung,$46276.85,6/6/2023,1/31/2024
510,LG Q51,983,LG,$58738.39,9/23/2023,7/14/2024
352,Haier N60,825,Haier,$20806.13,4/27/2023,12/3/2024
488,Huawei P40 lite,473,Huawei,$65890.29,5/12/2023,10/8/2024
571,Samsung Galaxy W I8150,417,Samsung,$10813.47,6/13/2023,5/15/2024
575,Panasonic T21,130,Panasonic,$19676.86,1/29/2023,4/22/2024
214,Emporia Talk Comfort Plus,370,Emporia,$50764.90,1/5/2023,12/26/2024
312,Lenovo A6010,572,Lenovo,$58501.06,9/18/2023,7/20/2024
460,ZTE Blade Vec 4G,995,ZTE,$37144.82,4/20/2023,11/8/2024
490,Realme X2 Pro,305,Realme,$54559.69,7/1/2023,11/10/2024
295,Chea 308,771,Chea,$36228.96,4/15/2023,8/9/2024
346,NEC e808,237,NEC,$33987.18,5/3/2023,12/24/2024
446,Samsung S5611,83,Samsung,$13392.52,8/12/2023,4/19/2024
252,Spice QT-68,801,Spice,$51510.49,2/3/2023,11/30/2024
401,BLU Tank Xtreme 4.0,770,BLU,$19694.55,9/10/2023,5/24/2024
276,T-Mobile myTouch Q,345,T-Mobile,$34499.99,9/1/2023,7/28/2024
202,Tecno Camon 11,750,Tecno,$55393.25,2/14/2023,11/27/2024
383,QMobile Noir A120,760,QMobile,$52088.42,6/7/2023,10/31/2024
271,BQ Aquaris M4.5,623,BQ,$14081.79,8/10/2023,2/16/2024
268,Lenovo K80,552,Lenovo,$56233.47,1/2/2023,8/16/2024
449,Yezz C21,512,Yezz,$59784.83,9/24/2023,3/11/2024
201,BLU C5,719,BLU,$36091.99,6/4/2023,4/4/2024
368,ZTE Grand X LTE T82,558,ZTE,$11826.13,7/22/2023,1/24/2024
292,Huawei Enjoy 20 5G,79,Huawei,$49734.65,7/1/2023,5/3/2024
440,LG X power2,221,LG,$24900.88,6/14/2023,5/2/2024
560,Nokia 6133,407,Nokia,$60619.77,2/18/2023,7/29/2024
458,Nokia 6822,698,Nokia,$16377.70,6/13/2023,11/30/2024
371,Xiaomi Redmi K30 Pro Zoom,780,Xiaomi,$36581.98,7/20/2023,3/4/2024
575,Philips Fisio 120,366,Philips,$46622.01,6/3/2023,4/2/2024
471,Nokia X7-00,911,Nokia,$63040.58,1/18/2023,6/18/2024
500,Lenovo S750,753,Lenovo,$60776.24,8/21/2023,3/24/2024
325,Bosch Com 509,732,Bosch,$31914.85,2/26/2023,8/26/2024
549,Lenovo Phab2 Plus,191,Lenovo,$14664.28,3/15/2023,7/4/2024
304,Sony Ericsson W350,155,Sony,$68844.19,7/1/2023,5/29/2024
343,Samsung Galaxy S II Skyrocket HD I757,277,Samsung,$52009.36,6/9/2023,7/6/2024
219,Prestigio MultiPhone 5504 Duo,196,Prestigio,$49022.42,9/29/2023,1/23/2024
338,BLU Neo,109,BLU,$48276.01,5/10/2023,7/3/2024
311,Celkon C2000,205,Celkon,$34480.10,10/10/2023,10/3/2024
389,Asus Zenfone 4 Max ZC554KL,887,Asus,$59784.57,6/25/2023,12/21/2024
303,Icemobile Wave,937,Icemobile,$59703.15,8/6/2023,4/19/2024
327,verykool s4510 Luna,968,verykool,$22805.67,7/9/2023,5/26/2024
248,Micromax Canvas 5 Lite Q462,297,Micromax,$31646.63,2/23/2023,2/26/2024
354,Nokia 6708,622,Nokia,$57695.75,7/19/2023,11/21/2024
577,Asus Zenfone 4 Max ZC554KL,150,Asus,$40977.87,1/9/2023,3/26/2024
473,Celkon C509,135,Celkon,$16503.12,1/27/2023,3/12/2024
549,Nokia 1650,659,Nokia,$10179.06,2/20/2023,7/13/2024
208,BLU Dash X Plus,633,BLU,$44361.26,4/12/2023,8/13/2024
297,Micromax A106 Unite 2,436,Micromax,$18881.89,7/27/2023,10/9/2024
417,LG M4300,329,LG,$15450.02,3/26/2023,3/8/2024
406,Gionee Dream D1,126,Gionee,$12009.37,2/16/2023,3/11/2024
333,Spice M 4580,830,Spice,$26966.59,1/24/2023,2/15/2024
519,Sagem my730c,341,Sagem,$27392.78,5/30/2023,5/8/2024
524,VK Mobile VK500,380,VK,$60166.84,8/31/2023,9/24/2024
538,Allview X4 Soul Infinity Z,823,Allview,$66938.11,7/7/2023,6/1/2024
446,ZTE R230,546,ZTE,$29381.22,1/2/2023,1/19/2024
422,Posh Optima LTE L530,333,Posh,$22170.15,2/16/2023,11/1/2024
210,Lenovo A880,608,Lenovo,$55929.89,8/9/2023,1/1/2024
583,Plum Caliber II,29,Plum,$52850.92,4/5/2023,1/29/2024
224,LG G8X ThinQ,973,LG,$31411.33,5/25/2023,5/29/2024
488,Energizer Energy 240,910,Energizer,$63303.73,1/21/2023,7/23/2024
527,Celkon A7,333,Celkon,$56890.65,2/14/2023,12/12/2024
430,Samsung Galaxy Note10+,714,Samsung,$33259.77,8/3/2023,9/30/2024
420,BLU Studio J8 LTE,96,BLU,$45202.41,4/17/2023,2/8/2024
261,Samsung Galaxy A20,611,Samsung,$38039.97,8/13/2023,4/4/2024
285,Honor V8,812,Honor,$63698.32,6/7/2023,7/26/2024
261,Philips X2300,449,Philips,$28392.06,1/25/2023,11/6/2024
384,Gionee K30 Pro,737,Gionee,$40962.57,2/28/2023,6/2/2024
581,LG GS106,25,LG,$16123.66,10/1/2023,5/15/2024
511,HTC EVO 3D CDMA,955,HTC,$55839.47,5/2/2023,1/14/2024
521,T-Mobile myTouch Q,410,T-Mobile,$12480.52,8/16/2023,8/19/2024
594,alcatel Pixi 3 (7),130,alcatel,$31103.63,9/26/2023,5/7/2024
302,Motorola A810,278,Motorola,$66054.91,6/18/2023,4/11/2024
234,Philips Xenium 9@9g,816,Philips,$48188.71,9/22/2023,1/29/2024
395,Xiaomi Redmi Y3,831,Xiaomi,$19100.97,2/9/2023,11/2/2024
463,XOLO Win Q1000,851,XOLO,$40146.49,9/20/2023,9/9/2024
311,BQ Aquaris M4.5,491,BQ,$38860.68,1/7/2023,4/6/2024
452,Samsung Galaxy Alpha,33,Samsung,$10449.51,3/3/2023,7/16/2024
230,LG T5100,202,LG,$63258.77,4/25/2023,2/4/2024
425,Sagem VS1,747,Sagem,$37638.20,3/5/2023,12/5/2024
232,Samsung S3370,756,Samsung,$68710.42,6/1/2023,9/21/2024
330,Sony Ericsson V630,306,Sony,$14264.34,1/11/2023,4/7/2024
390,BLU G70,546,BLU,$58326.55,7/26/2023,10/24/2024
573,LG AKA,677,LG,$25812.47,8/2/2023,3/22/2024
483,verykool S815,491,verykool,$63512.01,3/7/2023,9/14/2024
409,Gigabyte GSmart S1200,209,Gigabyte,$13847.15,3/31/2023,12/11/2024
254,alcatel OT Max,763,alcatel,$48403.30,9/9/2023,10/10/2024
372,Maxon MX-6814,741,Maxon,$39644.47,3/17/2023,1/22/2024
424,Realme 6,829,Realme,$50050.40,6/1/2023,12/25/2024
342,LG K92 5G,187,LG,$20863.05,1/4/2023,8/21/2024
435,Samsung Galaxy Ace 4,880,Samsung,$12750.82,1/28/2023,7/5/2024
207,Nokia 111,804,Nokia,$65276.58,4/21/2023,10/31/2024
509,LG Q70,992,LG,$19208.80,2/9/2023,6/10/2024
323,Icemobile Twister,926,Icemobile,$25862.51,9/25/2023,1/17/2024
354,Micromax A74 Canvas Fun,603,Micromax,$66643.03,8/19/2023,11/24/2024
435,Motorola MPx,633,Motorola,$61287.17,1/8/2023,3/11/2024
237,Nokia 5.1 Plus (Nokia X5),934,Nokia,$68713.27,5/26/2023,5/2/2024
526,Motorola SlimLite,735,Motorola,$44496.79,4/17/2023,11/25/2024
321,BLU Diva X,259,BLU,$18219.82,3/16/2023,10/10/2024
284,Spice S-5010,976,Spice,$17050.91,6/21/2023,8/29/2024
464,XOLO Q900,865,XOLO,$67870.54,10/8/2023,7/10/2024
334,vivo Y15,773,vivo,$41217.04,9/30/2023,4/13/2024
211,alcatel Pop D3,374,alcatel,$49534.66,6/21/2023,4/18/2024
284,Plum Gator 4,693,Plum,$60611.13,7/30/2023,2/13/2024
330,verykool s5200 Orion,707,verykool,$17517.81,8/27/2023,1/21/2024
341,vivo V17 Neo,915,vivo,$30756.07,7/19/2023,1/21/2024
374,Asus Memo Pad FHD10,372,Asus,$17418.60,5/30/2023,10/18/2024
209,LG G350,903,LG,$48006.41,8/1/2023,11/2/2024
200,BLU Grand M2,92,BLU,$44936.55,3/3/2023,10/7/2024
585,BlackBerry 7100x,597,BlackBerry,$44046.66,2/8/2023,2/28/2024
324,Motorola BACKFLIP,745,Motorola,$31817.83,4/3/2023,5/23/2024
530,alcatel Fierce XL,735,alcatel,$41669.96,8/5/2023,9/3/2024
593,ZTE Kis 3,454,ZTE,$48123.23,5/8/2023,2/22/2024
409,Gionee S96,143,Gionee,$15932.42,1/7/2023,12/2/2024
410,Yezz Andy 3.5EI2,904,Yezz,$65952.28,4/20/2023,9/18/2024
301,Telit GM 810,720,Telit,$35367.92,5/18/2023,7/31/2024
310,Nokia 5140i,824,Nokia,$65718.42,10/13/2023,9/19/2024
300,Sony Ericsson Aino,575,Sony,$12432.76,10/7/2023,10/2/2024
297,Sharp Z2,119,Sharp,$26530.08,3/16/2023,1/22/2024
376,Huawei Ascend Mate,389,Huawei,$15570.97,3/28/2023,5/1/2024
549,LG Trax CU575,948,LG,$33576.35,7/15/2023,5/14/2024
303,Realme Watch S,65,Realme,$19211.62,8/20/2023,10/16/2024
501,Samsung Ch@t 220,843,Samsung,$31858.65,1/29/2023,2/4/2024
374,Philips W635,36,Philips,$69731.38,10/6/2023,5/23/2024
347,Posh Pegasus Plus C351,781,Posh,$41318.54,6/18/2023,1/25/2024
569,Huawei nova 5 Pro,181,Huawei,$19996.82,9/21/2023,7/4/2024
292,Palm Treo 750,772,Palm,$19669.87,5/15/2023,2/3/2024
498,Infinix S5 Pro (48+40),20,Infinix,$16252.06,5/31/2023,12/2/2024
400,Plum Caliber,3,Plum,$18506.76,9/6/2023,1/28/2024
273,Celkon C7030,178,Celkon,$14937.42,6/9/2023,7/10/2024
264,Asus Memo Pad 8 ME180A,175,Asus,$30360.99,2/17/2023,4/5/2024
469,verykool s5200 Orion,804,verykool,$40141.96,3/31/2023,7/6/2024
340,Motorola Moto 360 42mm (2nd gen),262,Motorola,$30980.81,2/11/2023,11/4/2024
459,LG Lucid2 VS870,343,LG,$62138.07,4/13/2023,4/19/2024
576,Motorola C975,6,Motorola,$11645.34,1/18/2023,11/10/2024
476,Apple iPhone 6,415,Apple,$23068.99,1/7/2023,7/8/2024
295,BLU Touch Book M7,697,BLU,$56366.00,3/20/2023,8/22/2024
331,Asus J501,159,Asus,$67599.03,1/4/2023,3/1/2024
352,Cat B25,790,Cat,$60846.61,4/15/2023,11/3/2024
255,BLU G6,629,BLU,$33586.17,1/23/2023,4/25/2024
440,Lenovo Tab 4 8,121,Lenovo,$18097.95,9/19/2023,8/6/2024
481,Acer beTouch E400,457,Acer,$22293.23,4/20/2023,4/30/2024
465,verykool i410,457,verykool,$16922.59,5/6/2023,7/18/2024
552,Gionee Pioneer P2M,526,Gionee,$43041.29,5/31/2023,4/15/2024
580,ZTE Blade V7 Max,251,ZTE,$24519.04,2/7/2023,4/12/2024
259,Lenovo Z5 Pro,792,Lenovo,$24302.14,7/23/2023,2/3/2024
294,Plum Whiz,804,Plum,$59625.87,6/24/2023,2/17/2024
252,Realme Q2 Pro,777,Realme,$59815.38,1/19/2023,5/22/2024
437,Nokia C2,800,Nokia,$16056.67,4/17/2023,7/14/2024
538,XOLO Q500,446,XOLO,$65622.26,6/8/2023,1/18/2024
383,Mitac MIO Leap K1,230,Mitac,$69886.62,3/10/2023,10/17/2024
343,Siemens CF62,87,Siemens,$10206.48,6/15/2023,8/10/2024
546,Nokia N77,638,Nokia,$24923.54,1/6/2023,6/22/2024
480,Nokia 6301,846,Nokia,$52118.40,1/26/2023,4/22/2024
527,vivo Y51s,655,vivo,$50274.56,3/31/2023,4/28/2024
592,verykool i126,888,verykool,$59414.26,2/23/2023,1/21/2024
515,"vivo Y51 (2020, September)",895,vivo,$34544.58,2/20/2023,9/2/2024
408,NEC N610,522,NEC,$25083.66,3/2/2023,9/24/2024
276,Panasonic Eluga I5,86,Panasonic,$12908.46,5/30/2023,7/27/2024
297,OnePlus Nord N10 5G,862,OnePlus,$37813.24,5/14/2023,6/3/2024
265,Samsung P260,198,Samsung,$39418.62,8/16/2023,4/11/2024
442,Karbonn A6,230,Karbonn,$27884.55,6/3/2023,3/3/2024
329,YU Yuphoria,740,YU,$60987.41,6/27/2023,1/9/2024
382,Micromax Bolt Supreme 2 Q301,651,Micromax,$42528.36,3/10/2023,9/30/2024
389,Nokia C1-00,780,Nokia,$10059.81,4/27/2023,10/7/2024
590,Maxwest Gravity 5,272,Maxwest,$44595.06,5/2/2023,10/2/2024
566,Asus Google Nexus 7 Cellular,772,Asus,$69354.78,9/28/2023,2/2/2024
433,OnePlus 8,332,OnePlus,$49340.93,5/10/2023,8/11/2024
371,alcatel Lollipops,570,alcatel,$35499.85,6/21/2023,1/8/2024
373,Xiaomi Redmi K30 5G,859,Xiaomi,$54759.43,10/9/2023,2/24/2024
287,LG K41S,367,LG,$11276.28,3/8/2023,2/7/2024
236,Karbonn A30,457,Karbonn,$27968.41,9/22/2023,2/7/2024
378,Lenovo A536,478,Lenovo,$69496.83,10/7/2023,5/19/2024
568,Sony Xperia XZ1,972,Sony,$63199.82,4/28/2023,5/14/2024
457,Honor View 10,250,Honor,$57975.73,4/14/2023,2/4/2024
342,Sony Xperia L2,174,Sony,$51729.57,5/8/2023,2/10/2024
254,Spice QT-68,802,Spice,$31847.88,7/17/2023,3/25/2024
303,LG KF310,345,LG,$29549.87,10/7/2023,9/28/2024
578,verykool i130,891,verykool,$55678.06,5/5/2023,6/27/2024
316,Icemobile Storm,743,Icemobile,$25938.08,5/25/2023,6/28/2024
419,BLU Samba,315,BLU,$10328.43,6/15/2023,8/6/2024
231,Amazon Fire Phone,75,Amazon,$52707.41,6/18/2023,6/1/2024
385,Telit t550,191,Telit,$28029.92,6/1/2023,10/31/2024
453,Samsung SGH-800,316,Samsung,$28476.65,5/22/2023,9/19/2024
329,BlackBerry Playbook,316,BlackBerry,$47508.19,5/7/2023,2/6/2024
482,Vertu Ascent Ferrari GT,385,Vertu,$13351.45,9/19/2023,3/20/2024
498,Infinix Smart,694,Infinix,$16649.07,7/11/2023,11/28/2024
366,Philips S800,740,Philips,$32774.26,2/28/2023,6/2/2024
573,Haier P8,1000,Haier,$15870.80,3/10/2023,1/14/2024
511,Nokia 7230,827,Nokia,$60456.29,8/11/2023,4/16/2024
399,Celkon A95,636,Celkon,$22803.60,6/5/2023,12/26/2024
355,HTC Sensation 4G,601,HTC,$30436.12,7/7/2023,6/15/2024
251,Samsung U700,117,Samsung,$20925.82,4/6/2023,12/25/2024
502,Asus P320,287,Asus,$23221.70,1/18/2023,2/10/2024
379,ZTE Grand S II,339,ZTE,$28311.98,2/16/2023,2/5/2024
236,HTC Smart,340,HTC,$15901.55,4/3/2023,4/3/2024
399,BLU Samba TV,916,BLU,$63613.45,9/27/2023,2/13/2024
575,Micromax X560,13,Micromax,$19454.08,8/3/2023,10/25/2024
290,Plum Signal,717,Plum,$32945.53,9/23/2023,9/3/2024
333,Samsung Galaxy J3 (2017),787,Samsung,$65964.87,1/24/2023,2/15/2024
448,Realme X50 Pro 5G,284,Realme,$65340.33,3/11/2023,6/23/2024
221,Lava A72,201,Lava,$69860.03,6/28/2023,7/11/2024
494,Nokia XL,644,Nokia,$53283.75,4/27/2023,10/15/2024
523,Bird D660,577,Bird,$28990.54,2/5/2023,10/26/2024
332,Vodafone Smart Tab 10,73,Vodafone,$11026.40,9/29/2023,6/6/2024
406,Asus ZenFone Lite (L1) ZA551KL,388,Asus,$69538.10,3/26/2023,3/19/2024
366,Sony Xperia Z1 Compact,789,Sony,$67201.26,1/28/2023,6/6/2024
528,Samsung Galaxy J7 V,887,Samsung,$24300.42,3/27/2023,10/3/2024
331,i-mobile TV 533,686,i-mobile,$60295.81,3/20/2023,3/30/2024
269,Wiko Sunny Max,194,Wiko,$69526.36,5/1/2023,5/1/2024
227,Meizu MX 4-core,839,Meizu,$45903.79,5/20/2023,8/12/2024
597,NEC N400i,509,NEC,$38781.18,4/4/2023,5/26/2024
547,Celkon C90,678,Celkon,$19081.10,8/18/2023,6/2/2024
564,Sony SmartWatch 3 SWR50,44,Sony,$26491.42,10/13/2023,11/28/2024
374,Philips S220,543,Philips,$51935.31,5/20/2023,12/23/2024
572,Gionee Steel 2,860,Gionee,$64019.81,9/30/2023,9/23/2024
495,Lenovo A6 Note,296,Lenovo,$25608.51,4/7/2023,9/6/2024
257,Motorola Moto X (2nd Gen),869,Motorola,$18635.62,1/26/2023,8/10/2024
302,i-mobile 518,51,i-mobile,$65555.46,2/6/2023,8/15/2024
376,Apple iPad Air 2,705,Apple,$29014.63,1/6/2023,1/23/2024
471,BLU Studio 5.0 C HD,666,BLU,$38368.90,9/17/2023,3/15/2024
500,Micromax A108 Canvas L,193,Micromax,$26611.10,2/5/2023,7/30/2024
291,Dell Venue 7,41,Dell,$39786.56,4/12/2023,4/7/2024
339,Xiaomi Mi 5c,897,Xiaomi,$29818.51,7/3/2023,9/3/2024
374,verykool i720,425,verykool,$19633.44,5/17/2023,7/19/2024
400,Nokia 2323 classic,708,Nokia,$53505.32,4/17/2023,4/15/2024
526,Eten glofiish X800,791,Eten,$18536.72,1/16/2023,8/8/2024
582,Samsung C3322,606,Samsung,$51918.87,10/7/2023,4/16/2024
416,Allview Viva Q8,679,Allview,$58882.76,8/20/2023,12/16/2024
446,Samsung Galaxy Pop Plus S5570i,661,Samsung,$57868.76,4/15/2023,10/28/2024
